"Includes Amazon Marketplace, Fulfillment by Amazon (FBA), and Amazon Webstore transactions"
"All amounts in USD, unless specified"
"Definitions:"
"Sales tax collected: Includes sales tax collected from buyers for product sales, shipping, and gift wrap."
"Selling fees: Includes variable closing fees and referral fees."
"Other transaction fees: Includes shipping chargebacks, shipping holdbacks, per-item fees  and sales tax collection fees."
"Other: Includes non-order transaction amounts. For more details, see the ""Type"" and ""Description"" columns for each order ID."
"date/time","settlement id","type","order id","sku","description","quantity","marketplace","account type","fulfillment","order city","order state","order postal","tax collection model","product sales","product sales tax","shipping credits","shipping credits tax","gift wrap credits","giftwrap credits tax","Regulatory Fee","Tax On Regulatory Fee","promotional rebates","promotional rebates tax","marketplace withheld tax","selling fees","fba fees","other transaction fees","other","total"
"Nov 24, 2024 5:29:24 PM PST","22227332671","Order","114-3532305-3477847","MOSWZ40-RG","Motorola Moto 40 Smartwatch -10 Days Battery Life, Google Fit Integration, 1.5'' Crystal Clear Display, Heart Tracking, in-Depth Sleep Tracking, iOS a","1","amazon.com","Standard Orders","Amazon","SAN MARCOS","TX","78666","MarketplaceFacilitator","64.99","5.36","2.99","0","0","0","0","0","-2.99","0","-5.36","-5.46","-4.27","-0.17","0","55.09"
"Nov 24, 2024 5:56:34 PM PST","22227332671","Liquidations Adjustments","18547777700551","B0C234ML6S","Motorola Moto Watch 70 - Health and Fitness Smartwatch for Every Day Wear, Advanced Health Features, Up to 10 Days Battery Life - Compatible with Android and iOS, Phantom Black","1","","Standard Orders","","","","","","0","-0.40","0","0","0","0","0","0","0","0","0.40","0","0","0","0","0"
"Nov 25, 2024 8:45:33 AM PST","22227332671","Order","113-7568835-4777050","MOSWZ40-PB","Motorola Moto 40 Smartwatch -10 Days Battery Life, Google Fit Integration, 1.5'' Crystal Clear Display, Heart Tracking, in-Depth Sleep Tracking, iOS a","1","amazon.com","Standard Orders","Amazon","MIAMI","FL","33166","MarketplaceFacilitator","64.99","0","0","0","0","0","0","0","0","0","0","-5.46","-4.27","-0.17","0","55.09"
"Nov 25, 2024 9:58:22 AM PST","22227332671","Order","111-4138910-1300235","MOSWZ40-PB","Motorola Moto 40 Smartwatch -10 Days Battery Life, Google Fit Integration, 1.5'' Crystal Clear Display, Heart Tracking, in-Depth Sleep Tracking, iOS a","1","amazon.com","Standard Orders","Amazon","ROANOKE","VA","24017","MarketplaceFacilitator","64.99","3.44","0","0","0","0","0","0","0","0","-3.44","-5.46","-4.27","-0.17","0","55.09"
"Nov 25, 2024 10:36:04 AM PST","22227332671","Order","114-9033605-3495460","MOSWZ120-PB","Motorola Moto Watch 120 - Premium Smartwatch for Men with AMOLED Display, 10-Day Battery, Heart Rate & SpO2 Tracking, Fitness & Health Monitoring, Com","1","amazon.com","Standard Orders","Amazon","DADE CITY","FL","33526","MarketplaceFacilitator","129.99","9.10","0","0","0","0","0","0","0","0","-9.10","-10.92","-4.27","-0.33","0","114.47"
"Nov 25, 2024 3:20:04 PM PST","22227332671","Order","112-9138493-5812208","MOSWZ120-SL","Motorola Moto Watch 120 - Premium Smartwatch for Men with AMOLED Display, 10-Day Battery, Heart Rate & SpO2 Tracking, Fitness & Health Monitoring, Com","1","amazon.com","Standard Orders","Amazon","HICKORY","NC","28601","MarketplaceFacilitator","129.99","9.10","0","0","0","0","0","0","0","0","-9.10","-10.92","-4.27","-0.33","0","114.47"
"Nov 25, 2024 8:58:26 PM PST","22227332671","Transfer","","","To your account ending in: 899, Bank Transfer ID: 11849EW00008GD, 11849EW00008GD","","","Standard Orders","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1,229.76","-1,229.76"
"Nov 26, 2024 7:54:06 AM PST","22227332671","Order","111-5972530-9656228","MOSWZ70-RG","Motorola Moto Watch 70 - Health and Fitness Smartwatch for Every Day Wear, Advanced Health Features, Up to 10 Days Battery Life - Compatible with Andr","1","amazon.com","Standard Orders","Amazon","TALLAHASSEE","FL","32301","MarketplaceFacilitator","79.99","6.00","0","0","0","0","0","0","0","0","-6.00","-6.72","-4.27","-0.20","0","68.80"
"Nov 26, 2024 10:50:54 AM PST","22227332671","Order","113-0153034-1591461","MOSWZ70-RG","Motorola Moto Watch 70 - Health and Fitness Smartwatch for Every Day Wear, Advanced Health Features, Up to 10 Days Battery Life - Compatible with Andr","1","amazon.com","Standard Orders","Amazon","POUGHKEEPSIE","NY","12601","MarketplaceFacilitator","79.99","6.50","0","0","0","0","0","0","0","0","-6.50","-6.72","-4.27","-0.20","0","68.80"
"Nov 26, 2024 11:12:40 AM PST","22227332671","Refund","113-9615843-9917800","MOSWZ120-RG","Motorola Moto Watch 120 - Premium Smartwatch for Women with AMOLED Display, 10-Day Battery, Heart Rate & SpO2 Tracking, Fitness & Health Monitoring, C","1","amazon.com","Standard Orders","Amazon","Stewartstown","PA","17363","MarketplaceFacilitator","-129.99","-7.80","0","0","0","0","0","0","0","0","7.80","8.74","0","0.33","0","-120.92"
"Nov 26, 2024 11:17:48 AM PST","22227332671","Order","113-9615843-9917800","MOSWZ120-RG","Motorola Moto Watch 120 - Premium Smartwatch for Women with AMOLED Display, 10-Day Battery, Heart Rate & SpO2 Tracking, Fitness & Health Monitoring, C","1","amazon.com","Standard Orders","Amazon","Stewartstown","PA","17363","MarketplaceFacilitator","129.99","7.80","0","0","0","0","0","0","0","0","-7.80","-10.92","-4.27","-0.33","0","114.47"
"Nov 26, 2024 1:42:15 PM PST","22227332671","Order","113-4684404-1254661","MOSWZ40-RG","Motorola Moto 40 Smartwatch -10 Days Battery Life, Google Fit Integration, 1.5'' Crystal Clear Display, Heart Tracking, in-Depth Sleep Tracking, iOS a","1","amazon.com","Standard Orders","Amazon","Hallsville","Tx","75650","MarketplaceFacilitator","64.99","5.36","0","0","0","0","0","0","0","0","-5.36","-5.46","-4.27","-0.17","0","55.09"
"Nov 26, 2024 6:21:34 PM PST","22227332671","Order","111-1225149-0004241","MOSWZ120-RG","Motorola Moto Watch 120 - Premium Smartwatch for Women with AMOLED Display, 10-Day Battery, Heart Rate & SpO2 Tracking, Fitness & Health Monitoring, C","1","amazon.com","Standard Orders","Amazon","Youngstown","OH","44505","MarketplaceFacilitator","129.99","9.75","0","0","0","0","0","0","0","0","-9.75","-10.92","-4.27","-0.33","0","114.47"
"Nov 26, 2024 6:27:37 PM PST","22227332671","Order","112-8941109-1307444","MOSWZ40-PB","Motorola Moto 40 Smartwatch -10 Days Battery Life, Google Fit Integration, 1.5'' Crystal Clear Display, Heart Tracking, in-Depth Sleep Tracking, iOS a","1","amazon.com","Standard Orders","Amazon","ORTONVILLE","MI","48462","MarketplaceFacilitator","64.99","3.90","0","0","0","0","0","0","0","0","-3.90","-5.46","-4.27","-0.17","0","55.09"
"Nov 26, 2024 7:36:58 PM PST","22227332671","Order","114-2320672-9899461","MOSWZ40-PB","Motorola Moto 40 Smartwatch -10 Days Battery Life, Google Fit Integration, 1.5'' Crystal Clear Display, Heart Tracking, in-Depth Sleep Tracking, iOS a","1","amazon.com","Standard Orders","Amazon","OREM","UT","84058","MarketplaceFacilitator","64.99","4.84","0","0","0","0","0","0","0","0","-4.84","-5.46","-4.27","-0.17","0","55.09"
"Nov 26, 2024 8:12:35 PM PST","22227332671","Order","113-9040437-1615448","MOSWZ120-PB","Motorola Moto Watch 120 - Premium Smartwatch for Men with AMOLED Display, 10-Day Battery, Heart Rate & SpO2 Tracking, Fitness & Health Monitoring, Com","1","amazon.com","Standard Orders","Amazon","BATON ROUGE","LA","70815","MarketplaceFacilitator","129.99","0","0","0","0","0","0","0","0","0","0","-10.92","-4.27","0","0","114.80"
"Nov 27, 2024 8:18:38 AM PST","22286220981","Liquidations","16890345473551","B0CRDX9TF6","Motorola Moto 40 Smartwatch -10 Days Battery Life, Google Fit Integration, 1.5'' Crystal Clear Display, Heart Tracking, in-Depth Sleep Tracking, iOS and Android Compatible (Rose Gold)","1","","Standard Orders","","","","","","4.67","0","0","0","0","0","0","0","0","0","0","0","0","-0.99","0","3.68"
"Nov 27, 2024 9:14:05 AM PST","22286220981","Order","114-9405702-4017033","MOSWZ40-PB","Motorola Moto 40 Smartwatch -10 Days Battery Life, Google Fit Integration, 1.5'' Crystal Clear Display, Heart Tracking, in-Depth Sleep Tracking, iOS a","1","amazon.com","Standard Orders","Amazon","Montgomery","AL","36116","MarketplaceFacilitator","64.99","5.20","0","0","0","0","0","0","0","0","-5.20","-5.46","-4.27","-0.17","0","55.09"
"Nov 27, 2024 9:18:15 AM PST","22286220981","Order","114-8442459-4049016","MOSWZ120-PB","Motorola Moto Watch 120 - Premium Smartwatch for Men with AMOLED Display, 10-Day Battery, Heart Rate & SpO2 Tracking, Fitness & Health Monitoring, Com","1","amazon.com","Standard Orders","Amazon","ATLANTA","GA","30318","MarketplaceFacilitator","129.99","11.57","0","0","0","0","0","0","0","0","-11.57","-10.92","-4.27","-0.33","0","114.47"
"Nov 27, 2024 9:22:07 AM PST","22286220981","Refund","111-9896203-9497830","MOSWZ70-RG","Motorola Moto Watch 70 - Health and Fitness Smartwatch for Every Day Wear, Advanced Health Features, Up to 10 Days Battery Life - Compatible with Andr","1","amazon.com","Standard Orders","Amazon","SANTA MARIA","CA","93458","MarketplaceFacilitator","-79.99","-7.00","0","0","0","0","0","0","0","0","7.00","10.08","0","0.38","0","-69.53"
"Nov 27, 2024 9:33:00 AM PST","22286220981","Order","111-3526685-0061832","MOSWZ40-RG","Motorola Moto 40 Smartwatch -10 Days Battery Life, Google Fit Integration, 1.5'' Crystal Clear Display, Heart Tracking, in-Depth Sleep Tracking, iOS a","2","amazon.com","Standard Orders","Amazon","CULLEOKA","TN","38451","MarketplaceFacilitator","129.98","12.68","0","0","0","0","0","0","0","0","-12.68","-10.92","-8.54","-0.33","0","110.19"
"Nov 27, 2024 11:10:04 AM PST","22286220981","Refund","114-3142382-7465021","MOSWZ40-RG","Motorola Moto 40 Smartwatch -10 Days Battery Life, Google Fit Integration, 1.5'' Crystal Clear Display, Heart Tracking, in-Depth Sleep Tracking, iOS a","1","amazon.com","Standard Orders","Amazon","FLUSHING","NY","11355","MarketplaceFacilitator","0","0","-6.99","-0.62","0","0","0","0","0","0","0.62","0","6.99","0","0","0"
"Nov 27, 2024 5:43:25 PM PST","22286220981","Order","111-8261160-5852254","MOSWZ120-RG","Motorola Moto Watch 120 - Premium Smartwatch for Women with AMOLED Display, 10-Day Battery, Heart Rate & SpO2 Tracking, Fitness & Health Monitoring, C","1","amazon.com","Standard Orders","Amazon","CARSON CITY","NV","89703","MarketplaceFacilitator","129.99","9.88","0","0","0","0","0","0","0","0","-9.88","-10.92","-4.27","-0.33","0","114.47"
"Nov 27, 2024 5:44:57 PM PST","22286220981","Order","112-3769093-4965814","MOSWZ40-RG","Motorola Moto 40 Smartwatch -10 Days Battery Life, Google Fit Integration, 1.5'' Crystal Clear Display, Heart Tracking, in-Depth Sleep Tracking, iOS a","1","amazon.com","Standard Orders","Amazon","Phoenix","AZ","85027","MarketplaceFacilitator","64.99","5.59","6.99","0","0","0","0","0","-6.99","0","-5.59","-5.46","-4.27","-0.17","0","55.09"
"Nov 27, 2024 7:25:02 PM PST","22286220981","Order","112-2765646-2112266","MOSWZ120-RG","Motorola Moto Watch 120 - Premium Smartwatch for Women with AMOLED Display, 10-Day Battery, Heart Rate & SpO2 Tracking, Fitness & Health Monitoring, C","1","amazon.com","Standard Orders","Amazon","Brambleton","VA","20148","MarketplaceFacilitator","129.99","7.80","0","0","0","0","0","0","0","0","-7.80","-10.92","-4.27","-0.33","0","114.47"
"Nov 28, 2024 10:44:37 AM PST","22286220981","Refund","112-5090012-2791448","MOSWZ40-RG","Motorola Moto 40 Smartwatch -10 Days Battery Life, Google Fit Integration, 1.5'' Crystal Clear Display, Heart Tracking, in-Depth Sleep Tracking, iOS a","1","amazon.com","Standard Orders","Amazon","ATTALLA","AL","35954","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-14.04","-14.04"
"Nov 28, 2024 11:22:02 AM PST","22286220981","Liquidations","16923381551551","B0CRDX9TF6","Motorola Moto 40 Smartwatch -10 Days Battery Life, Google Fit Integration, 1.5'' Crystal Clear Display, Heart Tracking, in-Depth Sleep Tracking, iOS and Android Compatible (Rose Gold)","1","","Standard Orders","","","","","","3.80","0","0","0","0","0","0","0","0","0","0","0","0","-0.85","0","2.95"
"Nov 28, 2024 12:39:39 PM PST","22286220981","Order","111-7177932-2655424","MOSWZ120-RG","Motorola Moto Watch 120 - Premium Smartwatch for Women with AMOLED Display, 10-Day Battery, Heart Rate & SpO2 Tracking, Fitness & Health Monitoring, C","1","amazon.com","Standard Orders","Amazon","ROCKWOOD","TN","37854","MarketplaceFacilitator","129.99","12.35","0","0","0","0","0","0","0","0","-12.35","-10.92","-4.27","-0.33","0","114.47"
"Nov 28, 2024 2:56:50 PM PST","22286220981","Order","113-9035522-4166610","MOSWZ120-RG","Motorola Moto Watch 120 - Premium Smartwatch for Women with AMOLED Display, 10-Day Battery, Heart Rate & SpO2 Tracking, Fitness & Health Monitoring, C","1","amazon.com","Standard Orders","Amazon","Houston","Texas","77069","MarketplaceFacilitator","129.99","10.72","0","0","0","0","0","0","0","0","-10.72","-10.92","-4.27","-0.33","0","114.47"
"Nov 28, 2024 3:22:50 PM PST","22286220981","Adjustment","112-5090012-2791448","MOSWZ40-RG","FBA Inventory Reimbursement - Customer Return","1","","Standard Orders","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14.04","14.04"
"Nov 28, 2024 5:45:33 PM PST","22286220981","Order","114-5766368-3465040","MOSWZ70-RG","Motorola Moto Watch 70 - Health and Fitness Smartwatch for Every Day Wear, Advanced Health Features, Up to 10 Days Battery Life - Compatible with Andr","1","amazon.com","Standard Orders","Amazon","PHOENIX","AZ","85043","MarketplaceFacilitator","79.99","6.88","0","0","0","0","0","0","0","0","-6.88","-6.72","-4.27","-0.20","0","68.80"
"Nov 28, 2024 5:47:56 PM PST","22286220981","Refund","114-5766368-3465040","MOSWZ70-RG","Motorola Moto Watch 70 - Health and Fitness Smartwatch for Every Day Wear, Advanced Health Features, Up to 10 Days Battery Life - Compatible with Andr","1","amazon.com","Standard Orders","Amazon","PHOENIX","AZ","85043","MarketplaceFacilitator","-79.99","-6.88","0","0","0","0","0","0","0","0","6.88","5.38","0","0.20","0","-74.41"
"Nov 28, 2024 6:58:14 PM PST","22286220981","Transfer","","","To your account ending in: 899, Bank Transfer ID: 12899VP00009GD, 12899VP00009GD","","","Standard Orders","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2,223.96","-2,223.96"
"Nov 29, 2024 1:18:01 AM PST","22286220981","Liquidations Adjustments","16727558020551","B0C234ML6S","Motorola Moto Watch 70 - Health and Fitness Smartwatch for Every Day Wear, Advanced Health Features, Up to 10 Days Battery Life - Compatible with Android and iOS, Phantom Black","1","","Standard Orders","","","","","","0","-0.49","0","0","0","0","0","0","0","0","0.49","0","0","0","0","0"
"Nov 29, 2024 2:54:00 AM PST","22286220981","Liquidations","18208726579551","X004C5ZV4P","Motorola Moto Watch 120 - Premium Smartwatch for Men with AMOLED Display, 10-Day Battery, Heart Rate & SpO2 Tracking, Fitness & Health Monitoring, Compatible with Android and iPhone - Phantom Black","1","","Standard Orders","","","","","","7.59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.59"
"Nov 29, 2024 9:52:48 AM PST","22286220981","Order","113-1738256-7728222","MOSWZ40-RG","Motorola Moto 40 Smartwatch -10 Days Battery Life, Google Fit Integration, 1.5'' Crystal Clear Display, Heart Tracking, in-Depth Sleep Tracking, iOS a","1","amazon.com","Standard Orders","Amazon","HIALEAH","FL","33010","MarketplaceFacilitator","64.99","4.55","2.94","0","0","0","0","0","-2.94","0","-4.55","-5.46","-4.27","-0.17","0","55.09"
"Nov 29, 2024 12:58:35 PM PST","22286220981","Liquidations","17805116587551","B0CRDY31JC","Motorola Moto 40 Smartwatch -10 Days Battery Life, Google Fit Integration, 1.5'' Crystal Clear Display, Heart Tracking, in-Depth Sleep Tracking, iOS and Android Compatible - Phantom Black","1","","Standard Orders","","","","","","5.82","0","0","0","0","0","0","0","0","0","0","0","0","-1.16","0","4.66"
"Nov 29, 2024 1:43:20 PM PST","22286220981","Order","112-0935399-8113867","MOSWZ120-RG","Motorola Moto Watch 120 - Premium Smartwatch for Women with AMOLED Display, 10-Day Battery, Heart Rate & SpO2 Tracking, Fitness & Health Monitoring, C","1","amazon.com","Standard Orders","Amazon","Edison","NJ","08820","MarketplaceFacilitator","129.99","8.61","0","0","0","0","0","0","0","0","-8.61","-10.92","-4.27","-0.33","0","114.47"
"Nov 29, 2024 5:32:22 PM PST","22286220981","Order","111-8045697-4792231","MOSWZ120-RG","Motorola Moto Watch 120 - Premium Smartwatch for Women with AMOLED Display, 10-Day Battery, Heart Rate & SpO2 Tracking, Fitness & Health Monitoring, C","1","amazon.com","Standard Orders","Amazon","TUCSON","AZ","85710","MarketplaceFacilitator","129.99","11.31","0","0","0","0","0","0","0","0","-11.31","-10.92","-4.27","-0.33","0","114.47"
"Nov 29, 2024 8:06:22 PM PST","22286220981","Order","113-9161593-1661867","MOSWZ70-RG","Motorola Moto Watch 70 - Health and Fitness Smartwatch for Every Day Wear, Advanced Health Features, Up to 10 Days Battery Life - Compatible with Andr","1","amazon.com","Standard Orders","Amazon","BESSEMER","AL","35022","MarketplaceFacilitator","79.99","0","0","0","0","0","0","0","0","0","0","-6.72","-4.27","0","0","69.00"
"Nov 30, 2024 5:22:37 AM PST","22286220981","Order","113-4047259-6117037","MOSWZ70-RG","Motorola Moto Watch 70 - Health and Fitness Smartwatch for Every Day Wear, Advanced Health Features, Up to 10 Days Battery Life - Compatible with Andr","1","amazon.com","Standard Orders","Amazon","NEWCOMERSTOWN","OH","43832","MarketplaceFacilitator","79.99","5.40","6.99","0","0","0","0","0","-6.99","0","-5.40","-6.72","-4.27","-0.20","0","68.80"
"Nov 30, 2024 12:19:12 PM PST","22286220981","Order","112-9618898-3327445","MOSWZ120-RG","Motorola Moto Watch 120 - Premium Smartwatch for Women with AMOLED Display, 10-Day Battery, Heart Rate & SpO2 Tracking, Fitness & Health Monitoring, C","1","amazon.com","Standard Orders","Amazon","CHULA VISTA","CA","91910","MarketplaceFacilitator","129.99","11.37","0","0","0","0","0","0","0","0","-11.37","-10.92","-4.27","-0.33","0","114.47"
"Nov 30, 2024 3:38:51 PM PST","22286220981","Order","113-9079201-9445845","MOSWZ120-PB","Motorola Moto Watch 120 - Premium Smartwatch for Men with AMOLED Display, 10-Day Battery, Heart Rate & SpO2 Tracking, Fitness & Health Monitoring, Com","1","amazon.com","Standard Orders","Amazon","SAN ANTONIO","TX","78237","MarketplaceFacilitator","129.99","10.72","0","0","0","0","0","0","0","0","-10.72","-10.92","-4.27","-0.33","0","114.47"
"Nov 30, 2024 4:11:37 PM PST","22286220981","Adjustment","112-6720872-9010629","MOSWZ40-RG","FBA Inventory Reimbursement - Customer Service Issue","1","","Standard Orders","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","51.23","51.23"
"Nov 30, 2024 6:59:33 PM PST","22286220981","Order","111-9812045-4161861","MOSWZ120-RG","Motorola Moto Watch 120 - Premium Smartwatch for Women with AMOLED Display, 10-Day Battery, Heart Rate & SpO2 Tracking, Fitness & Health Monitoring, C","1","amazon.com","Standard Orders","Amazon","AIKEN","SC","29803","MarketplaceFacilitator","129.99","10.40","0","0","0","0","0","0","0","0","-10.40","-10.92","-4.27","-0.33","0","114.47"
"Nov 30, 2024 8:03:55 PM PST","22286220981","Order","113-1402750-8596206","MOSWZ120-PB","Motorola Moto Watch 120 - Premium Smartwatch for Men with AMOLED Display, 10-Day Battery, Heart Rate & SpO2 Tracking, Fitness & Health Monitoring, Com","1","amazon.com","Standard Orders","Amazon","LITTLE ROCK","AR","72206","MarketplaceFacilitator","129.99","0","0","0","0","0","0","0","0","0","0","-10.92","-4.27","0","0","114.80"
"Nov 30, 2024 8:08:28 PM PST","22286220981","Order","113-2654039-0007445","MOSWZ70-RG","Motorola Moto Watch 70 - Health and Fitness Smartwatch for Every Day Wear, Advanced Health Features, Up to 10 Days Battery Life - Compatible with Andr","1","amazon.com","Standard Orders","Amazon","MEMPHIS","TN","38128","MarketplaceFacilitator","79.99","0","0","0","0","0","0","0","0","0","0","-6.72","-4.27","0","0","69.00"
